ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2021-05-05T00:00:00.000000000Z,35,1,23929,53110.000000000,58075.000000000,52870.000000000,57715.000000000,9365,MBTK1
2021-05-05T00:00:00.000000000Z,35,1,28443,55520.000000000,58545.000000000,55520.000000000,57970.000000000,69,MBTN1
2021-05-06T00:00:00.000000000Z,35,1,28443,57880.000000000,58980.000000000,56450.000000000,56500.000000000,102,MBTN1
2021-05-06T00:00:00.000000000Z,35,1,24022,59065.000000000,59065.000000000,57500.000000000,57600.000000000,4,MBTU1
2021-05-06T00:00:00.000000000Z,35,1,22356,58435.000000000,58435.000000000,58345.000000000,58345.000000000,2,MBTQ1
2021-05-06T00:00:00.000000000Z,35,1,23929,57780.000000000,58580.000000000,55250.000000000,56635.000000000,18154,MBTK1
2021-05-06T00:00:00.000000000Z,35,1,29651,58060.000000000,58930.000000000,55845.000000000,56700.000000000,400,MBTM1
2021-05-06T00:00:00.000000000Z,35,1,27821,306.000000000,306.000000000,306.000000000,306.000000000,1,MBTK1-MBTM1
2021-05-07T00:00:00.000000000Z,35,1,22356,57750.000000000,58000.000000000,57650.000000000,58000.000000000,4,MBTQ1
2021-05-07T00:00:00.000000000Z,35,1,27821,265.000000000,274.000000000,250.000000000,250.000000000,12,MBTK1-MBTM1
2021-05-07T00:00:00.000000000Z,35,1,25365,58995.000000000,59160.000000000,58995.000000000,59160.000000000,4,MBTV1
2021-05-07T00:00:00.000000000Z,35,1,29651,57000.000000000,59000.000000000,55710.000000000,58185.000000000,407,MBTM1
2021-05-07T00:00:00.000000000Z,35,1,28443,56505.000000000,59395.000000000,56500.000000000,58675.000000000,68,MBTN1
2021-05-07T00:00:00.000000000Z,35,1,23929,56510.000000000,58855.000000000,55325.000000000,57675.000000000,20489,MBTK1
2021-05-07T00:00:00.000000000Z,35,1,24022,58390.000000000,60200.000000000,57300.000000000,59700.000000000,9,MBTU1
2021-05-09T00:00:00.000000000Z,35,1,22356,59345.000000000,59345.000000000,59345.000000000,59345.000000000,50,MBTQ1
2021-05-09T00:00:00.000000000Z,35,1,25365,60300.000000000,60430.000000000,60300.000000000,60390.000000000,60,MBTV1
2021-05-09T00:00:00.000000000Z,35,1,29651,58640.000000000,58650.000000000,58565.000000000,58630.000000000,6,MBTM1
2021-05-09T00:00:00.000000000Z,35,1,23929,58110.000000000,58595.000000000,58050.000000000,58320.000000000,509,MBTK1
2021-05-10T00:00:00.000000000Z,35,1,28443,60575.000000000,60650.000000000,55200.000000000,56545.000000000,255,MBTN1
2021-05-10T00:00:00.000000000Z,35,1,27806,60195.000000000,60195.000000000,60195.000000000,60195.000000000,1,MBTZ1
2021-05-10T00:00:00.000000000Z,35,1,23929,58415.000000000,59885.000000000,53600.000000000,55905.000000000,26121,MBTK1
2021-05-10T00:00:00.000000000Z,35,1,24022,61360.000000000,61360.000000000,57950.000000000,58100.000000000,33,MBTU1
2021-05-10T00:00:00.000000000Z,35,1,22356,59000.000000000,59905.000000000,56250.000000000,57270.000000000,36,MBTQ1
2021-05-10T00:00:00.000000000Z,35,1,29651,58510.000000000,60035.000000000,54010.000000000,55395.000000000,490,MBTM1
2021-05-10T00:00:00.000000000Z,35,1,27821,300.000000000,300.000000000,288.000000000,288.000000000,4,MBTK1-MBTM1
2021-05-10T00:00:00.000000000Z,35,1,25365,60390.000000000,61135.000000000,60000.000000000,60000.000000000,41,MBTV1
2021-05-11T00:00:00.000000000Z,35,1,25365,57665.000000000,58020.000000000,57665.000000000,58020.000000000,2,MBTV1
2021-05-11T00:00:00.000000000Z,35,1,24022,56550.000000000,58500.000000000,56550.000000000,58000.000000000,14,MBTU1
2021-05-11T00:00:00.000000000Z,35,1,22356,56570.000000000,57075.000000000,56570.000000000,57075.000000000,2,MBTQ1
2021-05-11T00:00:00.000000000Z,35,1,28443,55440.000000000,57450.000000000,55440.000000000,57450.000000000,66,MBTN1
2021-05-11T00:00:00.000000000Z,35,1,23929,55815.000000000,57055.000000000,54375.000000000,56800.000000000,15336,MBTK1
2021-05-11T00:00:00.000000000Z,35,1,29651,56240.000000000,57185.000000000,54885.000000000,57145.000000000,516,MBTM1
2021-05-12T00:00:00.000000000Z,35,1,29169,59990.000000000,59990.000000000,59990.000000000,59990.000000000,4,MBTZ2
2021-05-12T00:00:00.000000000Z,35,1,24022,59180.000000000,59180.000000000,55500.000000000,55500.000000000,29,MBTU1
2021-05-12T00:00:00.000000000Z,35,1,23929,56830.000000000,58105.000000000,48470.000000000,49850.000000000,34778,MBTK1
2021-05-12T00:00:00.000000000Z,35,1,22356,58050.000000000,58440.000000000,50000.000000000,50000.000000000,35,MBTQ1
2021-05-12T00:00:00.000000000Z,35,1,29651,56990.000000000,58235.000000000,49300.000000000,49300.000000000,1031,MBTM1
2021-05-12T00:00:00.000000000Z,35,1,28443,57710.000000000,58095.000000000,49500.000000000,49500.000000000,317,MBTN1
2021-05-12T00:00:00.000000000Z,35,1,25365,58020.000000000,58020.000000000,58020.000000000,58020.000000000,2,MBTV1
2021-05-13T00:00:00.000000000Z,35,1,24022,51300.000000000,51300.000000000,48745.000000000,51000.000000000,19,MBTU1
2021-05-13T00:00:00.000000000Z,35,1,25365,52000.000000000,52000.000000000,51800.000000000,51800.000000000,2,MBTV1
2021-05-13T00:00:00.000000000Z,35,1,29671,275.000000000,275.000000000,275.000000000,275.000000000,1,MBTM1-MBTN1
2021-05-13T00:00:00.000000000Z,35,1,27821,190.000000000,223.000000000,190.000000000,223.000000000,2,MBTK1-MBTM1
2021-05-13T00:00:00.000000000Z,35,1,27806,52205.000000000,52500.000000000,49500.000000000,49500.000000000,19,MBTZ1
2021-05-13T00:00:00.000000000Z,35,1,22356,51150.000000000,51150.000000000,48000.000000000,49600.000000000,51,MBTQ1
2021-05-13T00:00:00.000000000Z,35,1,23929,49470.000000000,51215.000000000,46865.000000000,49575.000000000,41667,MBTK1
2021-05-13T00:00:00.000000000Z,35,1,29651,49050.000000000,51305.000000000,47000.000000000,49700.000000000,2309,MBTM1
2021-05-13T00:00:00.000000000Z,35,1,28443,49300.000000000,51455.000000000,47500.000000000,49500.000000000,529,MBTN1
2021-05-14T00:00:00.000000000Z,35,1,27821,145.000000000,145.000000000,145.000000000,145.000000000,5,MBTK1-MBTM1
2021-05-14T00:00:00.000000000Z,35,1,24047,280.000000000,280.000000000,272.000000000,272.000000000,10,MBTN1-MBTQ1
2021-05-14T00:00:00.000000000Z,35,1,24022,51500.000000000,51500.000000000,51500.000000000,51500.000000000,2,MBTU1
2021-05-14T00:00:00.000000000Z,35,1,25365,52250.000000000,52250.000000000,51595.000000000,51595.000000000,4,MBTV1
2021-05-14T00:00:00.000000000Z,35,1,28443,50320.000000000,51635.000000000,49240.000000000,50660.000000000,350,MBTN1
2021-05-14T00:00:00.000000000Z,35,1,29651,50025.000000000,51595.000000000,48975.000000000,49710.000000000,702,MBTM1
2021-05-14T00:00:00.000000000Z,35,1,23929,49500.000000000,51500.000000000,48710.000000000,49155.000000000,18149,MBTK1
2021-05-14T00:00:00.000000000Z,35,1,22356,49870.000000000,51930.000000000,49415.000000000,51930.000000000,9,MBTQ1
2021-05-16T00:00:00.000000000Z,35,1,29651,46595.000000000,46595.000000000,45000.000000000,46490.000000000,183,MBTM1
2021-05-16T00:00:00.000000000Z,35,1,27806,47000.000000000,47000.000000000,47000.000000000,47000.000000000,1,MBTZ1
2021-05-16T00:00:00.000000000Z,35,1,23929,45375.000000000,46515.000000000,44800.000000000,46465.000000000,3196,MBTK1
2021-05-16T00:00:00.000000000Z,35,1,28443,45470.000000000,46710.000000000,45470.000000000,46705.000000000,73,MBTN1
2021-05-17T00:00:00.000000000Z,35,1,23929,46495.000000000,46625.000000000,42060.000000000,43530.000000000,45438,MBTK1
2021-05-17T00:00:00.000000000Z,35,1,25365,44400.000000000,44400.000000000,44400.000000000,44400.000000000,1,MBTV1
2021-05-17T00:00:00.000000000Z,35,1,29651,46495.000000000,46550.000000000,42100.000000000,43445.000000000,4646,MBTM1
2021-05-17T00:00:00.000000000Z,35,1,27821,80.000000000,120.000000000,30.000000000,97.000000000,32,MBTK1-MBTM1
2021-05-17T00:00:00.000000000Z,35,1,27867,1820.000000000,1820.000000000,1820.000000000,1820.000000000,1,MBTK1-MBTZ1
2021-05-17T00:00:00.000000000Z,35,1,24022,43530.000000000,45880.000000000,43530.000000000,45005.000000000,26,MBTU1
2021-05-17T00:00:00.000000000Z,35,1,22356,46500.000000000,46500.000000000,43500.000000000,43500.000000000,41,MBTQ1
2021-05-17T00:00:00.000000000Z,35,1,28443,46340.000000000,46340.000000000,42300.000000000,43750.000000000,600,MBTN1
2021-05-17T00:00:00.000000000Z,35,1,27806,46000.000000000,46000.000000000,46000.000000000,46000.000000000,1,MBTZ1
2021-05-18T00:00:00.000000000Z,35,1,27821,50.000000000,63.000000000,50.000000000,63.000000000,2,MBTK1-MBTM1
2021-05-18T00:00:00.000000000Z,35,1,24022,45100.000000000,45100.000000000,43500.000000000,44000.000000000,26,MBTU1
2021-05-18T00:00:00.000000000Z,35,1,22356,44500.000000000,45540.000000000,43200.000000000,43200.000000000,69,MBTQ1
2021-05-18T00:00:00.000000000Z,35,1,28443,44300.000000000,45620.000000000,42500.000000000,43200.000000000,230,MBTN1
2021-05-18T00:00:00.000000000Z,35,1,23929,43610.000000000,45760.000000000,42100.000000000,42795.000000000,27770,MBTK1
2021-05-18T00:00:00.000000000Z,35,1,25365,44600.000000000,44600.000000000,44190.000000000,44190.000000000,4,MBTV1
2021-05-18T00:00:00.000000000Z,35,1,29651,44000.000000000,45765.000000000,42200.000000000,42775.000000000,2034,MBTM1
2021-05-19T00:00:00.000000000Z,35,1,25365,33790.000000000,40320.000000000,33790.000000000,39500.000000000,8,MBTV1
2021-05-19T00:00:00.000000000Z,35,1,27806,42500.000000000,42500.000000000,36000.000000000,38970.000000000,6,MBTZ1
2021-05-19T00:00:00.000000000Z,35,1,23929,42800.000000000,43490.000000000,30205.000000000,36780.000000000,88663,MBTK1
2021-05-19T00:00:00.000000000Z,35,1,22461,30.000000000,30.000000000,30.000000000,30.000000000,1,MBTK1-MBTN1
2021-05-19T00:00:00.000000000Z,35,1,29669,800.000000000,800.000000000,700.000000000,700.000000000,10,MBTK1-MBTU1
2021-05-19T00:00:00.000000000Z,35,1,29651,43435.000000000,43580.000000000,30965.000000000,36860.000000000,5757,MBTM1
2021-05-19T00:00:00.000000000Z,35,1,22356,42500.000000000,42500.000000000,34440.000000000,38000.000000000,43,MBTQ1
2021-05-19T00:00:00.000000000Z,35,1,29671,5.000000000,5.000000000,5.000000000,5.000000000,7,MBTM1-MBTN1
2021-05-19T00:00:00.000000000Z,35,1,27821,105.000000000,500.000000000,-50.000000000,50.000000000,118,MBTK1-MBTM1
2021-05-19T00:00:00.000000000Z,35,1,28443,42000.000000000,42000.000000000,32010.000000000,37700.000000000,979,MBTN1
2021-05-19T00:00:00.000000000Z,35,1,24022,42005.000000000,42005.000000000,33570.000000000,38400.000000000,46,MBTU1
2021-05-19T00:00:00.000000000Z,35,1,29169,38810.000000000,38810.000000000,38810.000000000,38810.000000000,1,MBTZ2
2021-05-20T00:00:00.000000000Z,35,1,29669,500.000000000,500.000000000,500.000000000,500.000000000,10,MBTK1-MBTU1
2021-05-20T00:00:00.000000000Z,35,1,27821,50.000000000,170.000000000,50.000000000,91.000000000,9,MBTK1-MBTM1
2021-05-20T00:00:00.000000000Z,35,1,27806,37000.000000000,37500.000000000,37000.000000000,37500.000000000,2,MBTZ1
2021-05-20T00:00:00.000000000Z,35,1,22356,37200.000000000,42245.000000000,37200.000000000,40345.000000000,23,MBTQ1
2021-05-20T00:00:00.000000000Z,35,1,24022,42065.000000000,42065.000000000,42065.000000000,42065.000000000,1,MBTU1
2021-05-20T00:00:00.000000000Z,35,1,23929,37010.000000000,42430.000000000,34950.000000000,40655.000000000,34015,MBTK1
2021-05-20T00:00:00.000000000Z,35,1,29671,125.000000000,125.000000000,125.000000000,125.000000000,1,MBTM1-MBTN1
2021-05-20T00:00:00.000000000Z,35,1,29651,36855.000000000,42595.000000000,35030.000000000,41105.000000000,2214,MBTM1
2021-05-20T00:00:00.000000000Z,35,1,28443,37385.000000000,42665.000000000,35015.000000000,39950.000000000,582,MBTN1
2021-05-21T00:00:00.000000000Z,35,1,24022,40000.000000000,41100.000000000,38000.000000000,38000.000000000,3,MBTU1
2021-05-21T00:00:00.000000000Z,35,1,28443,41430.000000000,42410.000000000,35300.000000000,36200.000000000,782,MBTN1
2021-05-21T00:00:00.000000000Z,35,1,29651,41110.000000000,42365.000000000,35300.000000000,35545.000000000,3165,MBTM1
2021-05-21T00:00:00.000000000Z,35,1,25365,41865.000000000,41865.000000000,37500.000000000,37500.000000000,51,MBTV1
2021-05-21T00:00:00.000000000Z,35,1,27806,38555.000000000,38735.000000000,37000.000000000,37000.000000000,3,MBTZ1
2021-05-21T00:00:00.000000000Z,35,1,22356,41900.000000000,41900.000000000,35600.000000000,35600.000000000,14,MBTQ1
2021-05-21T00:00:00.000000000Z,35,1,29671,25.000000000,178.000000000,2.000000000,2.000000000,7,MBTM1-MBTN1
2021-05-21T00:00:00.000000000Z,35,1,23929,40530.000000000,42310.000000000,35100.000000000,35185.000000000,31132,MBTK1
2021-05-23T00:00:00.000000000Z,35,1,29651,34650.000000000,35230.000000000,33790.000000000,34850.000000000,306,MBTM1
2021-05-23T00:00:00.000000000Z,35,1,27806,36000.000000000,36000.000000000,36000.000000000,36000.000000000,1,MBTZ1
2021-05-23T00:00:00.000000000Z,35,1,27821,80.000000000,80.000000000,80.000000000,80.000000000,8,MBTK1-MBTM1
2021-05-23T00:00:00.000000000Z,35,1,24022,35000.000000000,35000.000000000,34600.000000000,34600.000000000,2,MBTU1
2021-05-23T00:00:00.000000000Z,35,1,28443,34850.000000000,34965.000000000,34290.000000000,34520.000000000,25,MBTN1
2021-05-23T00:00:00.000000000Z,35,1,23929,34485.000000000,35100.000000000,33690.000000000,34795.000000000,1840,MBTK1
2021-05-24T00:00:00.000000000Z,35,1,25365,36700.000000000,39000.000000000,36600.000000000,39000.000000000,3,MBTV1
2021-05-24T00:00:00.000000000Z,35,1,29651,34895.000000000,40000.000000000,34895.000000000,39000.000000000,2383,MBTM1
2021-05-24T00:00:00.000000000Z,35,1,24022,35750.000000000,38475.000000000,35750.000000000,38200.000000000,43,MBTU1
2021-05-24T00:00:00.000000000Z,35,1,23929,34850.000000000,39990.000000000,34455.000000000,38835.000000000,20595,MBTK1
2021-05-24T00:00:00.000000000Z,35,1,28443,35400.000000000,40000.000000000,34835.000000000,38780.000000000,419,MBTN1
2021-05-24T00:00:00.000000000Z,35,1,27821,90.000000000,130.000000000,49.000000000,49.000000000,82,MBTK1-MBTM1
2021-05-24T00:00:00.000000000Z,35,1,22356,35890.000000000,35890.000000000,35655.000000000,35660.000000000,8,MBTQ1
2021-05-25T00:00:00.000000000Z,35,1,27821,99.000000000,120.000000000,55.000000000,79.000000000,25,MBTK1-MBTM1
2021-05-25T00:00:00.000000000Z,35,1,23929,38830.000000000,39875.000000000,36515.000000000,38470.000000000,18758,MBTK1
2021-05-25T00:00:00.000000000Z,35,1,28443,39540.000000000,39800.000000000,36965.000000000,38600.000000000,324,MBTN1
2021-05-25T00:00:00.000000000Z,35,1,22356,37410.000000000,38175.000000000,37410.000000000,38100.000000000,3,MBTQ1
2021-05-25T00:00:00.000000000Z,35,1,24022,38000.000000000,38250.000000000,38000.000000000,38250.000000000,10,MBTU1
2021-05-25T00:00:00.000000000Z,35,1,29651,38800.000000000,39980.000000000,36700.000000000,38610.000000000,3458,MBTM1
2021-05-26T00:00:00.000000000Z,35,1,25365,40000.000000000,40000.000000000,40000.000000000,40000.000000000,2,MBTV1
2021-05-26T00:00:00.000000000Z,35,1,28443,38740.000000000,40865.000000000,38500.000000000,39255.000000000,268,MBTN1
2021-05-26T00:00:00.000000000Z,35,1,29651,38490.000000000,40935.000000000,37945.000000000,39475.000000000,8369,MBTM1
2021-05-26T00:00:00.000000000Z,35,1,24022,39500.000000000,39500.000000000,39500.000000000,39500.000000000,2,MBTU1
2021-05-26T00:00:00.000000000Z,35,1,23929,38460.000000000,40930.000000000,37905.000000000,39305.000000000,21661,MBTK1
2021-05-26T00:00:00.000000000Z,35,1,22356,41100.000000000,41100.000000000,39150.000000000,39150.000000000,11,MBTQ1
2021-05-26T00:00:00.000000000Z,35,1,27821,75.000000000,134.000000000,40.000000000,125.000000000,851,MBTK1-MBTM1
2021-05-27T00:00:00.000000000Z,35,1,25365,39500.000000000,39500.000000000,39310.000000000,39310.000000000,2,MBTV1
2021-05-27T00:00:00.000000000Z,35,1,27821,137.000000000,192.000000000,40.000000000,40.000000000,335,MBTK1-MBTM1
2021-05-27T00:00:00.000000000Z,35,1,29671,140.000000000,140.000000000,140.000000000,140.000000000,1,MBTM1-MBTN1
2021-05-27T00:00:00.000000000Z,35,1,22356,40300.000000000,40555.000000000,39000.000000000,39000.000000000,3,MBTQ1
2021-05-27T00:00:00.000000000Z,35,1,28443,37800.000000000,40675.000000000,37750.000000000,38845.000000000,442,MBTN1
2021-05-27T00:00:00.000000000Z,35,1,24022,40800.000000000,40800.000000000,40800.000000000,40800.000000000,1,MBTU1
2021-05-27T00:00:00.000000000Z,35,1,23929,39255.000000000,40450.000000000,37240.000000000,38685.000000000,11001,MBTK1
2021-05-27T00:00:00.000000000Z,35,1,29651,39470.000000000,40595.000000000,37380.000000000,38600.000000000,9886,MBTM1
2021-05-28T00:00:00.000000000Z,35,1,29651,38580.000000000,39010.000000000,35185.000000000,35280.000000000,24732,MBTM1
2021-05-28T00:00:00.000000000Z,35,1,22356,36880.000000000,37505.000000000,36555.000000000,36650.000000000,65,MBTQ1
2021-05-28T00:00:00.000000000Z,35,1,24047,217.000000000,217.000000000,217.000000000,217.000000000,1,MBTN1-MBTQ1
2021-05-28T00:00:00.000000000Z,35,1,27821,98.000000000,165.000000000,5.000000000,165.000000000,80,MBTK1-MBTM1
2021-05-28T00:00:00.000000000Z,35,1,29671,140.000000000,140.000000000,140.000000000,140.000000000,1,MBTM1-MBTN1
2021-05-28T00:00:00.000000000Z,35,1,24022,36000.000000000,36950.000000000,35800.000000000,35800.000000000,7,MBTU1
2021-05-28T00:00:00.000000000Z,35,1,28443,37980.000000000,38445.000000000,35315.000000000,35500.000000000,585,MBTN1
2021-05-28T00:00:00.000000000Z,35,1,23929,38300.000000000,38850.000000000,35120.000000000,36845.000000000,1717,MBTK1
2021-05-28T00:00:00.000000000Z,35,1,25365,39005.000000000,39005.000000000,37000.000000000,37000.000000000,5,MBTV1
2021-05-30T00:00:00.000000000Z,35,1,28443,35500.000000000,35500.000000000,35500.000000000,35500.000000000,1,MBTN1
2021-05-30T00:00:00.000000000Z,35,1,29651,35985.000000000,36155.000000000,35510.000000000,35660.000000000,401,MBTM1
2021-05-31T00:00:00.000000000Z,35,1,24022,35700.000000000,35700.000000000,35700.000000000,35700.000000000,7,MBTU1
2021-05-31T00:00:00.000000000Z,35,1,29651,35660.000000000,37605.000000000,34230.000000000,37350.000000000,8486,MBTM1
2021-05-31T00:00:00.000000000Z,35,1,22356,37500.000000000,37500.000000000,37500.000000000,37500.000000000,1,MBTQ1
2021-05-31T00:00:00.000000000Z,35,1,28443,35500.000000000,37670.000000000,34400.000000000,37110.000000000,209,MBTN1
2021-06-01T00:00:00.000000000Z,35,1,24022,36500.000000000,36500.000000000,36500.000000000,36500.000000000,1,MBTU1
2021-06-01T00:00:00.000000000Z,35,1,27806,38000.000000000,38000.000000000,38000.000000000,38000.000000000,2,MBTZ1
2021-06-01T00:00:00.000000000Z,35,1,22356,36650.000000000,36650.000000000,36395.000000000,36395.000000000,6,MBTQ1
2021-06-01T00:00:00.000000000Z,35,1,29651,37300.000000000,37970.000000000,35740.000000000,36740.000000000,11156,MBTM1
2021-06-01T00:00:00.000000000Z,35,1,25365,37000.000000000,37000.000000000,37000.000000000,37000.000000000,1,MBTV1
2021-06-01T00:00:00.000000000Z,35,1,28443,37860.000000000,37860.000000000,35840.000000000,36315.000000000,1410,MBTN1
2021-06-02T00:00:00.000000000Z,35,1,29651,36750.000000000,38370.000000000,35930.000000000,37655.000000000,11739,MBTM1
2021-06-02T00:00:00.000000000Z,35,1,25365,38455.000000000,38800.000000000,38455.000000000,38535.000000000,7,MBTV1
2021-06-02T00:00:00.000000000Z,35,1,29671,85.000000000,131.000000000,85.000000000,131.000000000,4,MBTM1-MBTN1
2021-06-02T00:00:00.000000000Z,35,1,24022,38300.000000000,38300.000000000,38300.000000000,38300.000000000,3,MBTU1
2021-06-02T00:00:00.000000000Z,35,1,28443,36500.000000000,38445.000000000,36500.000000000,37880.000000000,2158,MBTN1
2021-06-02T00:00:00.000000000Z,35,1,22356,37795.000000000,38540.000000000,37640.000000000,38540.000000000,27,MBTQ1
2021-06-03T00:00:00.000000000Z,35,1,29671,115.000000000,115.000000000,115.000000000,115.000000000,1,MBTM1-MBTN1
2021-06-03T00:00:00.000000000Z,35,1,29651,37620.000000000,39550.000000000,37260.000000000,39315.000000000,11687,MBTM1
2021-06-03T00:00:00.000000000Z,35,1,28443,37555.000000000,39670.000000000,37555.000000000,38900.000000000,572,MBTN1
2021-06-03T00:00:00.000000000Z,35,1,24022,39500.000000000,39500.000000000,39000.000000000,39000.000000000,9,MBTU1
2021-06-03T00:00:00.000000000Z,35,1,22356,38995.000000000,39000.000000000,38995.000000000,39000.000000000,4,MBTQ1
2021-06-04T00:00:00.000000000Z,35,1,28443,37865.000000000,38345.000000000,35740.000000000,37280.000000000,3005,MBTN1
2021-06-04T00:00:00.000000000Z,35,1,29651,39350.000000000,39375.000000000,35570.000000000,37135.000000000,16243,MBTM1
2021-06-04T00:00:00.000000000Z,35,1,25365,37000.000000000,37000.000000000,37000.000000000,37000.000000000,1,MBTV1
2021-06-04T00:00:00.000000000Z,35,1,24022,37100.000000000,37500.000000000,37100.000000000,37500.000000000,3,MBTU1
2021-06-04T00:00:00.000000000Z,35,1,22356,38000.000000000,38000.000000000,36170.000000000,37040.000000000,70,MBTQ1
2021-06-04T00:00:00.000000000Z,35,1,29671,85.000000000,85.000000000,85.000000000,85.000000000,1,MBTM1-MBTN1
2021-06-06T00:00:00.000000000Z,35,1,28443,36445.000000000,36445.000000000,35480.000000000,35900.000000000,47,MBTN1
2021-06-06T00:00:00.000000000Z,35,1,22356,36875.000000000,36875.000000000,35865.000000000,35865.000000000,4,MBTQ1
2021-06-06T00:00:00.000000000Z,35,1,24047,90.000000000,90.000000000,90.000000000,90.000000000,6,MBTN1-MBTQ1
2021-06-06T00:00:00.000000000Z,35,1,24022,36000.000000000,36000.000000000,36000.000000000,36000.000000000,7,MBTU1
2021-06-06T00:00:00.000000000Z,35,1,29651,36495.000000000,36495.000000000,35340.000000000,35975.000000000,1053,MBTM1
2021-06-07T00:00:00.000000000Z,35,1,29651,35960.000000000,36980.000000000,33300.000000000,33570.000000000,20241,MBTM1
2021-06-07T00:00:00.000000000Z,35,1,29671,88.000000000,88.000000000,60.000000000,60.000000000,2,MBTM1-MBTN1
2021-06-07T00:00:00.000000000Z,35,1,24022,36500.000000000,36500.000000000,35500.000000000,35500.000000000,3,MBTU1
2021-06-07T00:00:00.000000000Z,35,1,28443,36115.000000000,36970.000000000,33670.000000000,33700.000000000,1625,MBTN1
2021-06-07T00:00:00.000000000Z,35,1,22356,36400.000000000,36950.000000000,34000.000000000,34000.000000000,41,MBTQ1
2021-06-07T00:00:00.000000000Z,35,1,25365,36000.000000000,36000.000000000,36000.000000000,36000.000000000,1,MBTV1
2021-06-07T00:00:00.000000000Z,35,1,27806,37500.000000000,37500.000000000,37500.000000000,37500.000000000,4,MBTZ1
2021-06-07T00:00:00.000000000Z,35,1,29169,40500.000000000,40500.000000000,40400.000000000,40400.000000000,2,MBTZ2
2021-06-08T00:00:00.000000000Z,35,1,28443,33700.000000000,34100.000000000,31030.000000000,33330.000000000,1328,MBTN1
2021-06-08T00:00:00.000000000Z,35,1,29169,38000.000000000,38000.000000000,38000.000000000,38000.000000000,1,MBTZ2
2021-06-08T00:00:00.000000000Z,35,1,29651,33575.000000000,34080.000000000,30935.000000000,33495.000000000,26538,MBTM1
2021-06-08T00:00:00.000000000Z,35,1,27806,33500.000000000,33500.000000000,32300.000000000,32300.000000000,6,MBTZ1
2021-06-08T00:00:00.000000000Z,35,1,22356,33300.000000000,33600.000000000,31055.000000000,33600.000000000,83,MBTQ1
2021-06-08T00:00:00.000000000Z,35,1,29671,65.000000000,65.000000000,65.000000000,65.000000000,2,MBTM1-MBTN1
2021-06-08T00:00:00.000000000Z,35,1,24047,86.000000000,86.000000000,85.000000000,85.000000000,11,MBTN1-MBTQ1
2021-06-08T00:00:00.000000000Z,35,1,25365,33000.000000000,33000.000000000,32000.000000000,32600.000000000,8,MBTV1
2021-06-08T00:00:00.000000000Z,35,1,24022,32635.000000000,33000.000000000,31500.000000000,31500.000000000,7,MBTU1
2021-06-09T00:00:00.000000000Z,35,1,28443,32500.000000000,37530.000000000,32500.000000000,37435.000000000,1130,MBTN1
2021-06-09T00:00:00.000000000Z,35,1,22356,34000.000000000,36800.000000000,34000.000000000,36475.000000000,42,MBTQ1
2021-06-09T00:00:00.000000000Z,35,1,29169,36840.000000000,36840.000000000,36840.000000000,36840.000000000,2,MBTZ2
2021-06-09T00:00:00.000000000Z,35,1,29651,33365.000000000,37585.000000000,32420.000000000,37400.000000000,27913,MBTM1
