date,contract,spot_price,futures_price,future_continuous,futures_expiry,basis_absolute,basis_percent,monthly_basis,annualized_basis,days_to_expiry
2024-02-20,MBTG4,51996.25,52425.00,,2024-02-23,428.75,0.82,8.25,100.32,3
2024-02-23,MBTH4,51089.25,51605.00,,2024-03-29,515.75,1.01,0.87,10.53,35
2024-02-26,MBTH4,54495.25,55325.00,,2024-03-29,829.75,1.52,1.43,17.37,32
2024-02-27,MBTH4,57016.25,57825.00,,2024-03-29,808.75,1.42,1.37,16.70,31
2024-02-28,MBTH4,60404.50,63120.00,,2024-03-29,2715.50,4.50,4.50,54.70,30
2024-02-29,MBTH4,62000.00,61785.00,,2024-03-29,-215.00,-0.35,-0.36,-4.36,29
2024-03-01,MBTH4,62957.00,63400.00,,2024-03-29,443.00,0.70,0.75,9.17,28
2024-03-04,MBTH4,67528.00,69075.00,,2024-03-29,1547.00,2.29,2.75,33.45,25
2024-03-05,MBTH4,61921.00,64390.00,,2024-03-29,2469.00,3.99,4.98,60.64,24
2024-03-06,MBTH4,67030.25,66610.00,,2024-03-29,-420.25,-0.63,-0.82,-9.95,23
2024-03-07,MBTH4,67688.00,67475.00,,2024-03-29,-213.00,-0.31,-0.43,-5.22,22
2024-03-08,MBTH4,69281.50,69015.00,,2024-03-29,-266.50,-0.38,-0.55,-6.69,21
2024-03-11,MBTH4,72025.50,72835.00,,2024-03-29,809.50,1.12,1.87,22.79,18
2024-03-12,MBTH4,71398.00,72010.00,,2024-03-29,612.00,0.86,1.51,18.40,17
2024-03-13,MBTH4,73460.50,73730.00,,2024-03-29,269.50,0.37,0.69,8.37,16
2024-03-14,MBTH4,69333.25,71720.00,,2024-03-29,2386.75,3.44,6.88,83.77,15
2024-03-15,MBTH4,68970.00,68240.00,,2024-03-29,-730.00,-1.06,-2.27,-27.59,14
2024-03-18,MBTH4,66947.50,67815.00,,2024-03-29,867.50,1.30,3.53,43.00,11
2024-03-19,MBTH4,64407.25,62200.00,,2024-03-29,-2207.25,-3.43,-10.28,-125.09,10
2024-03-20,MBTH4,65785.25,68090.00,,2024-03-29,2304.75,3.50,11.68,142.08,9
2024-03-21,MBTH4,65236.25,65595.00,,2024-03-29,358.75,0.55,2.06,25.09,8
2024-03-22,MBTH4,63890.25,63595.00,,2024-03-29,-295.25,-0.46,-1.98,-24.10,7
2024-03-25,MBTH4,71006.75,70105.00,,2024-03-29,-901.75,-1.27,-9.52,-115.88,4
2024-03-26,MBTH4,69449.50,69975.00,,2024-03-29,525.50,0.76,7.57,92.06,3
2024-04-01,MBTJ4,69710.00,70325.00,,2024-04-26,615.00,0.88,1.06,12.88,25
2024-04-02,MBTJ4,66005.75,65835.00,,2024-04-26,-170.75,-0.26,-0.32,-3.93,24
2024-04-03,MBTJ4,65840.00,66380.00,,2024-04-26,540.00,0.82,1.07,13.02,23
2024-04-04,MBTJ4,68517.00,68940.00,,2024-04-26,423.00,0.62,0.84,10.24,22
2024-04-05,MBTJ4,67425.25,68035.00,,2024-04-26,609.75,0.90,1.29,15.72,21
2024-04-08,MBTJ4,71710.50,72035.00,,2024-04-26,324.50,0.45,0.75,9.18,18
2024-04-09,MBTJ4,68978.00,69435.00,,2024-04-26,457.00,0.66,1.17,14.22,17
2024-04-10,MBTJ4,70073.75,71095.00,,2024-04-26,1021.25,1.46,2.73,33.25,16
2024-04-11,MBTJ4,70472.00,70410.00,,2024-04-26,-62.00,-0.09,-0.18,-2.14,15
2024-04-12,MBTJ4,66863.00,67455.00,,2024-04-26,592.00,0.89,1.90,23.08,14
2024-04-15,MBTJ4,63326.25,63630.00,,2024-04-26,303.75,0.48,1.31,15.92,11
2024-04-16,MBTJ4,62744.00,63965.00,,2024-04-26,1221.00,1.95,5.84,71.03,10
2024-04-17,MBTJ4,61023.75,61355.00,,2024-04-26,331.25,0.54,1.81,22.01,9
2024-04-18,MBTJ4,63541.00,63605.00,,2024-04-26,64.00,0.10,0.38,4.60,8
2024-04-19,MBTJ4,64337.00,64130.00,,2024-04-26,-207.00,-0.32,-1.38,-16.78,7
2024-04-22,MBTJ4,66563.25,66935.00,,2024-04-26,371.75,0.56,4.19,50.96,4
2024-04-23,MBTJ4,66478.75,66385.00,,2024-04-26,-93.75,-0.14,-1.41,-17.16,3
2024-04-26,MBTK4,63741.75,64440.00,,2024-05-31,698.25,1.10,0.94,11.42,35
2024-04-29,MBTK4,62950.00,64420.00,,2024-05-31,1470.00,2.34,2.19,26.64,32
2024-04-30,MBTK4,59149.00,60790.00,,2024-05-31,1641.00,2.77,2.68,32.67,31
2024-05-01,MBTK4,56896.25,58600.00,,2024-05-31,1703.75,2.99,2.99,36.43,30
2024-05-02,MBTK4,59363.75,59550.00,,2024-05-31,186.25,0.31,0.32,3.95,29
2024-05-03,MBTK4,62107.50,63360.00,,2024-05-31,1252.50,2.02,2.16,26.29,28
2024-05-06,MBTK4,63192.50,63560.00,,2024-05-31,367.50,0.58,0.70,8.49,25
2024-05-07,MBTK4,63054.25,62650.00,,2024-05-31,-404.25,-0.64,-0.80,-9.75,24
2024-05-08,MBTK4,62146.50,61455.00,,2024-05-31,-691.50,-1.11,-1.45,-17.66,23
2024-05-09,MBTK4,62454.25,63435.00,,2024-05-31,980.75,1.57,2.14,26.05,22
2024-05-10,MBTK4,60677.25,60840.00,,2024-05-31,162.75,0.27,0.38,4.66,21
2024-05-13,MBTK4,63163.25,63295.00,,2024-05-31,131.75,0.21,0.35,4.23,18
2024-05-14,MBTK4,61550.00,61790.00,,2024-05-31,240.00,0.39,0.69,8.37,17
2024-05-15,MBTK4,65857.75,66650.00,,2024-05-31,792.25,1.20,2.26,27.44,16
2024-05-16,MBTK4,65173.25,65500.00,,2024-05-31,326.75,0.50,1.00,12.20,15
2024-05-17,MBTK4,67075.50,67270.00,,2024-05-31,194.50,0.29,0.62,7.56,14
2024-05-20,MBTK4,70056.50,71750.00,,2024-05-31,1693.50,2.42,6.59,80.21,11
2024-05-21,MBTK4,69268.50,70490.00,,2024-05-31,1221.50,1.76,5.29,64.37,10
2024-05-22,MBTK4,69605.00,69350.00,,2024-05-31,-255.00,-0.37,-1.22,-14.86,9
2024-05-23,MBTK4,67119.50,68080.00,,2024-05-31,960.50,1.43,5.37,65.29,8
2024-05-24,MBTK4,69138.75,69090.00,,2024-05-31,-48.75,-0.07,-0.30,-3.68,7
2024-05-27,MBTK4,69200.00,69485.00,,2024-05-31,285.00,0.41,3.09,37.58,4
2024-05-28,MBTK4,68364.50,68420.00,,2024-05-31,55.50,0.08,0.81,9.88,3
2024-05-31,MBTM4,67565.00,68120.00,,2024-06-28,555.00,0.82,0.88,10.71,28
2024-06-03,MBTM4,69183.25,69275.00,,2024-06-28,91.75,0.13,0.16,1.94,25
2024-06-04,MBTM4,70443.75,71190.00,,2024-06-28,746.25,1.06,1.32,16.11,24
2024-06-05,MBTM4,71294.00,71645.00,,2024-06-28,351.00,0.49,0.64,7.81,23
2024-06-06,MBTM4,70455.50,71260.00,,2024-06-28,804.50,1.14,1.56,18.94,22
2024-06-07,MBTM4,69230.25,69605.00,,2024-06-28,374.75,0.54,0.77,9.41,21
2024-06-10,MBTM4,69466.25,69845.00,,2024-06-28,378.75,0.55,0.91,11.06,18
2024-06-11,MBTM4,67388.00,67675.00,,2024-06-28,287.00,0.43,0.75,9.14,17
2024-06-12,MBTM4,67529.25,68550.00,,2024-06-28,1020.75,1.51,2.83,34.48,16
2024-06-13,MBTM4,66593.25,66990.00,,2024-06-28,396.75,0.60,1.19,14.50,15
2024-06-14,MBTM4,65470.50,65980.00,,2024-06-28,509.50,0.78,1.67,20.29,14
2024-06-17,MBTM4,66607.25,66660.00,,2024-06-28,52.75,0.08,0.22,2.63,11
2024-06-18,MBTM4,64382.75,65245.00,,2024-06-28,862.25,1.34,4.02,48.88,10
2024-06-19,MBTM4,64868.25,65050.00,,2024-06-28,181.75,0.28,0.93,11.36,9
2024-06-20,MBTM4,64984.00,64980.00,,2024-06-28,-4.00,-0.01,-0.02,-0.28,8
2024-06-21,MBTM4,64209.00,64190.00,,2024-06-28,-19.00,-0.03,-0.13,-1.54,7
2024-06-24,MBTM4,59283.50,60225.00,,2024-06-28,941.50,1.59,11.91,144.92,4
2024-06-25,MBTM4,61985.50,61800.00,,2024-06-28,-185.50,-0.30,-2.99,-36.41,3
2024-06-28,MBTN4,59959.00,60470.00,,2024-07-26,511.00,0.85,0.91,11.11,28
2024-07-01,MBTN4,63197.50,63290.00,,2024-07-26,92.50,0.15,0.18,2.14,25
2024-07-02,MBTN4,61808.75,62365.00,,2024-07-26,556.25,0.90,1.12,13.69,24
2024-07-03,MBTN4,59619.50,60380.00,,2024-07-26,760.50,1.28,1.66,20.24,23
2024-07-04,MBTN4,58275.00,57275.00,,2024-07-26,-1000.00,-1.72,-2.34,-28.47,22
2024-07-05,MBTN4,56470.25,56575.00,,2024-07-26,104.75,0.19,0.26,3.22,21
2024-07-08,MBTN4,56470.00,56955.00,,2024-07-26,485.00,0.86,1.43,17.42,18
2024-07-09,MBTN4,57863.25,58270.00,,2024-07-26,406.75,0.70,1.24,15.09,17
2024-07-10,MBTN4,57398.00,57895.00,,2024-07-26,497.00,0.87,1.62,19.75,16
2024-07-11,MBTN4,57393.75,57500.00,,2024-07-26,106.25,0.19,0.37,4.50,15
2024-07-12,MBTN4,57597.25,57755.00,,2024-07-26,157.75,0.27,0.59,7.14,14
2024-07-15,MBTN4,63442.25,64950.00,,2024-07-26,1507.75,2.38,6.48,78.86,11
2024-07-16,MBTN4,65185.50,65285.00,,2024-07-26,99.50,0.15,0.46,5.57,10
2024-07-17,MBTN4,64582.00,64295.00,,2024-07-26,-287.00,-0.44,-1.48,-18.02,9
2024-07-18,MBTN4,63512.50,64080.00,,2024-07-26,567.50,0.89,3.35,40.77,8
2024-07-19,MBTN4,67208.25,67250.00,,2024-07-26,41.75,0.06,0.27,3.24,7
2024-07-22,MBTN4,68230.25,67650.00,,2024-07-26,-580.25,-0.85,-6.38,-77.60,4
2024-07-23,MBTN4,65549.25,65965.00,,2024-07-26,415.75,0.63,6.34,77.17,3
2024-07-26,MBTQ4,68019.00,68185.00,,2024-08-30,166.00,0.24,0.21,2.55,35
2024-07-29,MBTQ4,67277.50,67330.00,,2024-08-30,52.50,0.08,0.07,0.89,32
2024-07-30,MBTQ4,65876.00,66670.00,,2024-08-30,794.00,1.21,1.17,14.19,31
2024-07-31,MBTQ4,65222.25,65065.00,,2024-08-30,-157.25,-0.24,-0.24,-2.93,30
2024-08-01,MBTQ4,63372.25,65795.00,,2024-08-30,2422.75,3.82,3.95,48.12,29
2024-08-02,MBTQ4,62566.00,62920.00,,2024-08-30,354.00,0.57,0.61,7.38,28
2024-08-05,MBTQ4,53493.00,54335.00,,2024-08-30,842.00,1.57,1.89,22.98,25
2024-08-06,MBTQ4,56798.50,56345.00,,2024-08-30,-453.50,-0.80,-1.00,-12.14,24
2024-08-07,MBTQ4,54763.50,55250.00,,2024-08-30,486.50,0.89,1.16,14.10,23
2024-08-08,MBTQ4,59447.00,61940.00,,2024-08-30,2493.00,4.19,5.72,69.58,22
2024-08-09,MBTQ4,60695.50,61080.00,,2024-08-30,384.50,0.63,0.90,11.01,21
2024-08-12,MBTQ4,59046.25,59510.00,,2024-08-30,463.75,0.79,1.31,15.93,18
2024-08-13,MBTQ4,60854.50,60800.00,,2024-08-30,-54.50,-0.09,-0.16,-1.92,17
2024-08-14,MBTQ4,58899.75,58845.00,,2024-08-30,-54.75,-0.09,-0.17,-2.12,16
2024-08-15,MBTQ4,57056.50,57685.00,,2024-08-30,628.50,1.10,2.20,26.80,15
2024-08-16,MBTQ4,59718.75,59555.00,,2024-08-30,-163.75,-0.27,-0.59,-7.15,14
2024-08-19,MBTQ4,58972.25,59655.00,,2024-08-30,682.75,1.16,3.16,38.42,11
2024-08-20,MBTQ4,59502.00,59105.00,,2024-08-30,-397.00,-0.67,-2.00,-24.35,10
2024-08-21,MBTQ4,61596.25,61335.00,,2024-08-30,-261.25,-0.42,-1.41,-17.20,9
2024-08-22,MBTQ4,60286.75,60445.00,,2024-08-30,158.25,0.26,0.98,11.98,8
2024-08-23,MBTQ4,63640.50,63795.00,,2024-08-30,154.50,0.24,1.04,12.66,7
2024-08-26,MBTQ4,63349.50,62880.00,,2024-08-30,-469.50,-0.74,-5.56,-67.63,4
2024-08-27,MBTQ4,62114.00,59420.00,,2024-08-30,-2694.00,-4.34,-43.37,-527.69,3
2024-08-30,MBTU4,58719.25,59300.00,,2024-09-27,580.75,0.99,1.06,12.89,28
2024-09-02,MBTU4,58445.25,59400.00,,2024-09-27,954.75,1.63,1.96,23.85,25
2024-09-03,MBTU4,58003.25,57715.00,,2024-09-27,-288.25,-0.50,-0.62,-7.56,24
2024-09-04,MBTU4,58042.25,58225.00,,2024-09-27,182.75,0.31,0.41,5.00,23
2024-09-05,MBTU4,56046.25,56370.00,,2024-09-27,323.75,0.58,0.79,9.58,22
2024-09-06,MBTU4,53491.75,53000.00,,2024-09-27,-491.75,-0.92,-1.31,-15.98,21
2024-09-09,MBTU4,57125.75,57300.00,,2024-09-27,174.25,0.31,0.51,6.19,18
2024-09-10,MBTU4,57973.75,57850.00,,2024-09-27,-123.75,-0.21,-0.38,-4.58,17
2024-09-11,MBTU4,57617.50,57545.00,,2024-09-27,-72.50,-0.13,-0.24,-2.87,16
2024-09-12,MBTU4,58394.00,58315.00,,2024-09-27,-79.00,-0.14,-0.27,-3.29,15
2024-09-13,MBTU4,59749.25,60100.00,,2024-09-27,350.75,0.59,1.26,15.30,14
2024-09-16,MBTU4,57937.00,58300.00,,2024-09-27,363.00,0.63,1.71,20.79,11
2024-09-17,MBTU4,59974.75,60380.00,,2024-09-27,405.25,0.68,2.03,24.66,10
2024-09-18,MBTU4,60055.75,61900.00,,2024-09-27,1844.25,3.07,10.24,124.54,9
2024-09-19,MBTU4,63271.25,63105.00,,2024-09-27,-166.25,-0.26,-0.99,-11.99,8
2024-09-20,MBTU4,62815.00,62940.00,,2024-09-27,125.00,0.20,0.85,10.38,7
2024-09-23,MBTU4,63303.75,63390.00,,2024-09-27,86.25,0.14,1.02,12.43,4
2024-09-24,MBTU4,64324.50,64350.00,,2024-09-27,25.50,0.04,0.40,4.82,3
2024-09-27,MBTV4,65666.25,66260.00,,2024-10-25,593.75,0.90,0.97,11.79,28
2024-09-30,MBTV4,63463.50,63615.00,,2024-10-25,151.50,0.24,0.29,3.49,25
2024-10-01,MBTV4,61735.25,61030.00,,2024-10-25,-705.25,-1.14,-1.43,-17.37,24
2024-10-02,MBTV4,60184.00,60850.00,,2024-10-25,666.00,1.11,1.44,17.56,23
2024-10-03,MBTV4,61048.00,60975.00,,2024-10-25,-73.00,-0.12,-0.16,-1.98,22
2024-10-04,MBTV4,62376.75,62680.00,,2024-10-25,303.25,0.49,0.69,8.45,21
2024-10-07,MBTV4,63358.25,62450.00,,2024-10-25,-908.25,-1.43,-2.39,-29.07,18
2024-10-08,MBTV4,62219.00,62285.00,,2024-10-25,66.00,0.11,0.19,2.28,17
2024-10-09,MBTV4,60973.50,60680.00,,2024-10-25,-293.50,-0.48,-0.90,-10.98,16
2024-10-10,MBTV4,59670.50,60430.00,,2024-10-25,759.50,1.27,2.55,30.97,15
2024-10-11,MBTV4,63072.00,63285.00,,2024-10-25,213.00,0.34,0.72,8.80,14
2024-10-14,MBTV4,65915.50,66300.00,,2024-10-25,384.50,0.58,1.59,19.36,11
2024-10-15,MBTV4,66958.25,67345.00,,2024-10-25,386.75,0.58,1.73,21.08,10
2024-10-16,MBTV4,67732.00,67820.00,,2024-10-25,88.00,0.13,0.43,5.27,9
2024-10-17,MBTV4,66813.00,67550.00,,2024-10-25,737.00,1.10,4.14,50.33,8
2024-10-18,MBTV4,68607.50,68535.00,,2024-10-25,-72.50,-0.11,-0.45,-5.51,7
2024-10-21,MBTV4,67758.50,67365.00,,2024-10-25,-393.50,-0.58,-4.36,-52.99,4
2024-10-22,MBTV4,67440.00,67400.00,,2024-10-25,-40.00,-0.06,-0.59,-7.22,3
2024-10-25,MBTX4,66730.25,67470.00,,2024-11-29,739.75,1.11,0.95,11.56,35
2024-10-28,MBTX4,69581.50,70660.00,,2024-11-29,1078.50,1.55,1.45,17.68,32
2024-10-29,MBTX4,72501.25,73645.00,,2024-11-29,1143.75,1.58,1.53,18.57,31
2024-10-30,MBTX4,71816.00,73080.00,,2024-11-29,1264.00,1.76,1.76,21.41,30
2024-10-31,MBTX4,69962.50,70685.00,,2024-11-29,722.50,1.03,1.07,13.00,29
2024-11-01,MBTX4,69220.50,69700.00,,2024-11-29,479.50,0.69,0.74,9.03,28
2024-11-04,MBTX4,67300.25,68155.00,,2024-11-29,854.75,1.27,1.52,18.54,25
2024-11-05,MBTX4,69450.25,69740.00,,2024-11-29,289.75,0.42,0.52,6.34,24
2024-11-06,MBTX4,76185.00,76275.00,,2024-11-29,90.00,0.12,0.15,1.87,23
2024-11-07,MBTX4,76574.25,76535.00,,2024-11-29,-39.25,-0.05,-0.07,-0.85,22
2024-11-08,MBTX4,76702.75,77100.00,,2024-11-29,397.25,0.52,0.74,9.00,21
2024-11-11,MBTX4,87069.75,89415.00,,2024-11-29,2345.25,2.69,4.49,54.62,18
2024-11-12,MBTX4,89572.50,88710.00,,2024-11-29,-862.50,-0.96,-1.70,-20.67,17
2024-11-13,MBTX4,89782.00,90895.00,,2024-11-29,1113.00,1.24,2.32,28.28,16
2024-11-14,MBTX4,87593.25,87655.00,,2024-11-29,61.75,0.07,0.14,1.72,15
2024-11-15,MBTX4,91484.75,92285.00,,2024-11-29,800.25,0.87,1.87,22.81,14
2024-11-18,MBTX4,91567.50,91020.00,,2024-11-29,-547.50,-0.60,-1.63,-19.84,11
2024-11-19,MBTX4,92561.75,92875.00,,2024-11-29,313.25,0.34,1.02,12.35,10
2024-11-20,MBTX4,94386.25,94835.00,,2024-11-29,448.75,0.48,1.58,19.28,9
2024-11-21,MBTX4,98252.75,98885.00,,2024-11-29,632.25,0.64,2.41,29.36,8
2024-11-22,MBTX4,99280.00,99785.00,,2024-11-29,505.00,0.51,2.18,26.52,7
2024-11-25,MBTX4,94970.50,93105.00,,2024-11-29,-1865.50,-1.96,-14.73,-179.24,4
2024-11-26,MBTX4,91002.00,91975.00,,2024-11-29,973.00,1.07,10.69,130.09,3
2024-11-29,MBTZ4,97428.50,98545.00,,2024-12-27,1116.50,1.15,1.23,14.94,28
2024-12-02,MBTZ4,95695.50,96900.00,,2024-12-27,1204.50,1.26,1.51,18.38,25
2024-12-03,MBTZ4,95665.25,96915.00,,2024-12-27,1249.75,1.31,1.63,19.87,24
2024-12-04,MBTZ4,98999.25,99900.00,,2024-12-27,900.75,0.91,1.19,14.44,23
2024-12-05,MBTZ4,99159.75,97660.00,,2024-12-27,-1499.75,-1.51,-2.06,-25.09,22
2024-12-06,MBTZ4,101538.50,101595.00,,2024-12-27,56.50,0.06,0.08,0.97,21
2024-12-09,MBTZ4,96224.75,97855.00,,2024-12-27,1630.25,1.69,2.82,34.35,18
2024-12-10,MBTZ4,96518.75,97205.00,,2024-12-27,686.25,0.71,1.25,15.27,17
2024-12-11,MBTZ4,101359.50,101875.00,,2024-12-27,515.50,0.51,0.95,11.60,16
2024-12-12,MBTZ4,100037.25,100530.00,,2024-12-27,492.75,0.49,0.99,11.99,15
2024-12-13,MBTZ4,101736.75,101815.00,,2024-12-27,78.25,0.08,0.16,2.01,14
2024-12-16,MBTZ4,105865.00,106595.00,,2024-12-27,730.00,0.69,1.88,22.88,11
2024-12-17,MBTZ4,106737.75,106635.00,,2024-12-27,-102.75,-0.10,-0.29,-3.51,10
2024-12-18,MBTZ4,100780.00,100295.00,,2024-12-27,-485.00,-0.48,-1.60,-19.52,9
2024-12-19,MBTZ4,96272.75,97580.00,,2024-12-27,1307.25,1.36,5.09,61.95,8
2024-12-20,MBTZ4,96384.25,96680.00,,2024-12-27,295.75,0.31,1.32,16.00,7
2024-12-23,MBTZ4,93036.00,94865.00,,2024-12-27,1829.00,1.97,14.74,179.39,4
2024-12-24,MBTZ4,97219.75,98690.00,,2024-12-27,1470.25,1.51,15.12,184.00,3
